0,1,2,3
Satyam Non-Veg Restaurant,Mini Joint Biryani,₹235,
Satyam Non-Veg Restaurant,Mini Kalmi Biryani,₹260,
Satyam Non-Veg Restaurant,Mini Prawns Curry Biryani,₹213,| Serve 1 | | Medium Spicy |
Satyam Non-Veg Restaurant,Mini Prawns Fry Biryani,₹235,
Satyam Non-Veg Restaurant,Mini Tandoori Biryani,₹320,
Satyam Non-Veg Restaurant,Mutton Curry Biryani,₹435,
Satyam Non-Veg Restaurant,Mutton Fry Biryani,₹469,
Satyam Non-Veg Restaurant,Nettallu Biryani,₹280,
Satyam Non-Veg Restaurant,Prawns Biryani,₹340,| Serve 1 | | Medium Spicy |
Satyam Non-Veg Restaurant,Prawns Curry Biryani,₹325,
Satyam Non-Veg Restaurant,Prawns Fry Biryani,₹325,
Satyam Non-Veg Restaurant,Tandoori Biryani,₹426,
Satyam Non-Veg Restaurant,Tandoori Chicken Biryani,₹426,
Satyam Non-Veg Restaurant,White Rice,₹115,
Satyam Non-Veg Restaurant,Alu Parota,₹60,
Satyam Non-Veg Restaurant,Butter Naan,₹60,
Satyam Non-Veg Restaurant,Butter Pulka,₹40,
Satyam Non-Veg Restaurant,Butter Roti,₹53,
Satyam Non-Veg Restaurant,Garlic Naan,₹67,
Satyam Non-Veg Restaurant,Kulcha,₹55,
Satyam Non-Veg Restaurant,Masala Kulcha,₹65,
Satyam Non-Veg Restaurant,Naan,₹52,
Satyam Non-Veg Restaurant,Paneer Kulcha,₹75,
Satyam Non-Veg Restaurant,Parota,₹50,
Satyam Non-Veg Restaurant,Pulka,₹35,
Satyam Non-Veg Restaurant,Tandoori Roti,₹45,
Satyam Non-Veg Restaurant,Chicken Fried Rice,₹290,
Satyam Non-Veg Restaurant,Chicken Schezwan Fried Rice,₹300,
Satyam Non-Veg Restaurant,Egg Fried Rice,₹235,
Satyam Non-Veg Restaurant,Egg Schezwan Fried Rice,₹250,
Satyam Non-Veg Restaurant,Kaju Paneer Fried Rice,₹270,
Satyam Non-Veg Restaurant,Mixed Fried Rice(Non-Veg),₹370,"Contains Egg, Chicken, Mutton & Prawns"
Satyam Non-Veg Restaurant,Mushrom Fride Rice,₹250,
Satyam Non-Veg Restaurant,Mutton Fried Rice,₹370,
Satyam Non-Veg Restaurant,Paneer Fried Rice,₹250,
Satyam Non-Veg Restaurant,Prawns Fried Rice,₹305,
Satyam Non-Veg Restaurant,Special Chicken Fried Rice,₹295,| Serve 1 | | Medium Spicy |
Satyam Non-Veg Restaurant,Special Veg Fried Rice,₹245,
Satyam Non-Veg Restaurant,Veg Fried Rice,₹215,
Satyam Non-Veg Restaurant,Veg Schezwan Fried Rice,₹235,
Satyam Non-Veg Restaurant,Curd,₹50,
Satyam Non-Veg Restaurant,Sprite Up 600ml,₹50,
Satyam Non-Veg Restaurant,Thums Up 600Ml,₹50,
Satyam Non-Veg Restaurant,Water Bottle,₹26,
Domino's Pizza,Classic,₹49,A classic pizza topped with sprinkle of basil and parsley herbs
Domino's Pizza,Chicken Maximus,₹405,"Loaded to the Max with Chicken Tikka, Chicken Keema, Chicken Sausage and a ... read more"
Domino's Pizza,Spiced Double Chicken,₹315,Delightful combination of our spicy duo- Pepper Barbecue Chicken and Peri Peri Chicken ... read more
Domino's Pizza,Chicken Keema & Onion with Desi Makhani Sauce,₹149,Authentic Indian Flavor of Makhani Sauce loaded with meaty Chicken Keema and crunchy ... read more
Domino's Pizza,Chicken Keema Paratha Pizza,₹269,Flavourful & meaty chicken keema paratha and goodness of cheesy pizza coming together ... read more
Domino's Pizza,Paneer & Capsicum with Videshi Hot Sauce,₹115,Internationally inspired Hot sauce to cater your spice cravings loaded with juicy Paneer ... read more
Domino's Pizza,Indo Fusion Chicken Pizza,₹405,Relish the fusion of 5 of your favorite chicken toppings -  Peri ... read more
Domino's Pizza,Paneer Paratha Pizza,₹229,An epic fusion of paratha and pizza with melting cheese & soft paneer ... read more
Domino's Pizza,The 5 Chicken Feast Pizza,₹405,"Loaded with 5 different Chicken toppings - grilled Chicken Rashers, Chicken Meatballs, Chicken ... read more"
Domino's Pizza,"Paneer, Onion & Capsicum with Desi Makhani Sauce",₹135,"Authentic Indian Flavor of Makhani Sauce loaded with juicy Paneer, crisp Capsicum and ... read more"
Domino's Pizza,Capsicum & Red Paprika with Videshi Hot Sauce,₹95,Internationally inspired Hot sauce to cater your spice cravings loaded with crisp Capsicum ... read more
Domino's Pizza,Pepper Barbecue Chicken,₹125,Pepper barbecue chicken for that extra zing
Domino's Pizza,Chicken Pepperoni Stuffed Garlic Bread,₹175,"Freshly Baked Garlic Bread stuffed with Delectable Chicken Pepperoni, Cheese and sprinkled with ... read more"
Domino's Pizza,The 4 Cheese Pizza,₹355,Cheese Overloaded pizza with 4 different varieties of cheese and 4 times the ... read more
Domino's Pizza,The Cheese Dominator,₹355,Loaded with 1 Pound of Mozzarella and gooey Liquid Cheese on a Classic ... read more
Domino's Pizza,Non Veg Loaded,₹175,"Chicken sausage, pepper barbecue chicken & peri-peri chicken in a fresh pan crust"
Domino's Pizza,Veg Loaded,₹165,"Tomato, Jalapeno, Corn, Grilled Mushroom & crushed Aranchini Patty in a fresh pan ... read more"
Domino's Pizza,Golden Corn,₹95,Sweet & juicy golden corn for that lipsmacking taste
Domino's Pizza,Indi Tandoori Paneer Pizza,₹319,"It is hot. It is spicy. It is oh-so-Indian. Tandoori paneer with capsicum, ... read more"
Domino's Pizza,Margherita Pizza,₹109,"Classic delight with 100% real mozzarella cheese. Available in Cheese Burst, Wheat Thin ... read more"
Domino's Pizza,Garlic Breadsticks,₹115,Baked to perfection. Your perfect pizza partner! Tastes best with dip
Domino's Pizza,Meal for 4: Veg Loaded Pizza,₹919,Regular Feast Veg Extravanga + Regular Veg Paradise Pizza + Regular Indi Tandoori ... read more
Domino's Pizza,Farmhouse Pizza,₹279,"Delightful combination of onion, capsicum, tomato & grilled mushroom. Available in Cheese Burst, ... read more"
Domino's Pizza,Classic Stuffed Garlic Bread,₹165,"Freshly baked garlic bread with cheese, juicy corn & tangy jalapeno"
Domino's Pizza,Moroccan Spice Pasta Pizza - Veg,₹199,A pizza loaded with a spicy combination of Harissa sauce and delicious pasta.
Domino's Pizza,Choco Lava Cake,₹145,"Chocolate lovers delight! Indulgent, gooey molten lava inside chocolate cake"
Domino's Pizza,Paneer Paratha Pizza,₹229,An epic fusion of paratha and pizza with melting cheese & soft paneer ... read more
Domino's Pizza,Meal for 2: Veg Extravaganza & Peppy Paneer,₹599,Regular Veg Extravaganza + Regular Peppy Paneer + Garlic Bread + Pepsi
Domino's Pizza,Veggie Paradise Pizza,₹279,"The awesome foursome! Golden corn, black olives, capsicum, red paprika"
Domino's Pizza,Mexican Green Wave Pizza,₹279,"Mexican herbs sprinkled on onion, capsicum, tomato & jalapeno"
Domino's Pizza,Pepper Barbecue Chicken Pizza,₹269,"Pepper barbecue chicken for that extra zing. Available in Cheese Burst, Wheat Thin ... read more"
Domino's Pizza,Chicken Maximus,₹405,"Loaded to the Max with Chicken Tikka, Chicken Keema, Chicken Sausage and a ... read more"
Domino's Pizza,Loaded Non Veg Lunch combo,₹199,Value Meal for 1: Loaded Non Veg Pizza Mania + Pepsi PET
Domino's Pizza,Boneless Chicken Wings Peri-Peri,₹195,Boneless Delight! Baked to Golden Perfection with Peri Peri Sauce
Domino's Pizza,Onion,₹75,Crunchy onion on a cheesy base. The pizza mania classic
Domino's Pizza,Deluxe Veggie Pizza,₹319,"Veg delight - onion, capsicum, grilled mushroom, corn & paneer"
Domino's Pizza,Veg Parcel,₹45,Snacky bites! Pizza rolls with paneer & creamy harissa sauce
Domino's Pizza,Creamy Tomato Pasta Pizza - Veg,₹279,"Loaded with a delicious creamy tomato pasta topping , green capsicum, crunchy red ... read more"
Domino's Pizza,Chicken Parcel,₹55,Snacky bites! Pizza rolls with chicken sausage & creamy harissa sauce
Domino's Pizza,Taco Mexicana Veg (Single),₹85,Truly irresistible! Crispy taco with veg patty & creamy harissa sauce
Domino's Pizza,Chicken Sausage,₹109,"American classic! Spicy, herbed chicken sausage on pizza"
Domino's Pizza,Butterscotch Mousse Cake,₹103.81,Sweet temptation! Butterscotch flavored mousse
Domino's Pizza,Burger Pizza - Premium Veg,₹155,"Oven-baked buns with cheese, paneer, tomato, capsicum & red paprika in creamy mayo"
Domino's Pizza,Classic Non Veg Lunch Combo,₹149,Value Meal for 1: Pepper Barbecue Chicken Pizza Mania + Pepsi PET
Domino's Pizza,Nagpur Orange,₹66.67,Enjoy Oranges from Nagpur with the goodness of Fiber
Domino's Pizza,Corn n Cheese Paratha Pizza,₹199,A crazy fusion like never before. A delicious fusion of corn stuffed paratha ... read more
Domino's Pizza,Paneer Paratha Pizza,₹229,An epic fusion of paratha and pizza with melting cheese & soft paneer ... read more
Domino's Pizza,Chicken Keema Paratha Pizza,₹269,Flavourful & meaty chicken keema paratha and goodness of cheesy pizza coming together ... read more
Domino's Pizza,Spiced Double Chicken,₹315,Delightful combination of our spicy duo- Pepper Barbecue Chicken and Peri Peri Chicken ... read more
Domino's Pizza,Chicken Maximus,₹405,"Loaded to the Max with Chicken Tikka, Chicken Keema, Chicken Sausage and a ... read more"
Domino's Pizza,The 5 Chicken Feast Pizza,₹405,"Loaded with 5 different Chicken toppings - grilled Chicken Rashers, Chicken Meatballs, Chicken ... read more"
Domino's Pizza,Indo Fusion Chicken Pizza,₹405,Relish the fusion of 5 of your favorite chicken toppings -  Peri ... read more
Domino's Pizza,The 4 Cheese Pizza,₹355,Cheese Overloaded pizza with 4 different varieties of cheese and 4 times the ... read more
Domino's Pizza,Margherita Pizza,₹109,"Classic delight with 100% real mozzarella cheese. Available in Cheese Burst, Wheat Thin ... read more"
Domino's Pizza,Farmhouse Pizza,₹279,"Delightful combination of onion, capsicum, tomato & grilled mushroom. Available in Cheese Burst, ... read more"
Domino's Pizza,Veg Extravaganza Pizza,₹319,"Black olives, capsicum, onion, grilled mushroom, corn, tomato, jalapeno & extra cheese. Available ... read more"
Domino's Pizza,Indi Tandoori Paneer Pizza,₹319,"It is hot. It is spicy. It is oh-so-Indian. Tandoori paneer with capsicum, ... read more"
Domino's Pizza,Corn n Cheese Paratha Pizza,₹199,A crazy fusion like never before. A delicious fusion of corn stuffed paratha ... read more
Domino's Pizza,Paneer Paratha Pizza,₹229,An epic fusion of paratha and pizza with melting cheese & soft paneer ... read more
Domino's Pizza,The Cheese Dominator,₹355,Loaded with 1 Pound of Mozzarella and gooey Liquid Cheese on a Classic ... read more
Domino's Pizza,Double Cheese Margherita Pizza,₹229,A classic delight loaded with extra 100% real mozzarella cheese
Domino's Pizza,Peppy Paneer Pizza,₹279,"Flavorful trio of juicy paneer, crisp capsicum with spicy red paprika"
Domino's Pizza,Mexican Green Wave Pizza,₹279,"Mexican herbs sprinkled on onion, capsicum, tomato & jalapeno"
Domino's Pizza,Deluxe Veggie Pizza,₹319,"Veg delight - onion, capsicum, grilled mushroom, corn & paneer"
Domino's Pizza,Veggie Paradise Pizza,₹279,"The awesome foursome! Golden corn, black olives, capsicum, red paprika"
Domino's Pizza,Fresh Veggie Pizza,₹229,"Delectable combination of onion & capsicum, a veggie lovers pick"
Domino's Pizza,Paneer Makhani Pizza,₹319,Flavorful twist of spicy makhani sauce topped with paneer & capsicum
Domino's Pizza,Cheese n Corn Pizza,₹229,A delectable combination of sweet & juicy golden corn
Domino's Pizza,Cheese n Tomato Pizza,₹229,A delectable combination of cheese and juicy tomato
Domino's Pizza,Achari Do Pyaza Pizza,₹199,Tangy & spicy achari flavours on a super cheesy onion pizza- as desi ... read more
Domino's Pizza,Creamy Tomato Pasta Pizza - Veg,₹279,"Loaded with a delicious creamy tomato pasta topping , green capsicum, crunchy red ... read more"
Domino's Pizza,Moroccan Spice Pasta Pizza - Veg,₹199,A pizza loaded with a spicy combination of Harissa sauce and delicious pasta.
Domino's Pizza,Pepper Barbecue Chicken Pizza,₹269,"Pepper barbecue chicken for that extra zing. Available in Cheese Burst, Wheat Thin ... read more"
Domino's Pizza,Chicken Dominator Pizza,₹379,"Loaded with double pepper barbecue chicken, peri-peri chicken, chicken tikka & grilled chicken ... read more"
Domino's Pizza,Chicken Keema Paratha Pizza,₹269,Flavourful & meaty chicken keema paratha and goodness of cheesy pizza coming together ... read more
Domino's Pizza,The 5 Chicken Feast Pizza,₹405,"Loaded with 5 different Chicken toppings - grilled Chicken Rashers, Chicken Meatballs, Chicken ... read more"
Domino's Pizza,Indo Fusion Chicken Pizza,₹405,Relish the fusion of 5 of your favorite chicken toppings -  Peri ... read more
Domino's Pizza,Spiced Double Chicken,₹315,Delightful combination of our spicy duo- Pepper Barbecue Chicken and Peri Peri Chicken ... read more
Domino's Pizza,Chicken Maximus,₹405,"Loaded to the Max with Chicken Tikka, Chicken Keema, Chicken Sausage and a ... read more"
Domino's Pizza,Chicken Sausage Pizza,₹219,"American classic! Spicy, herbed chicken sausage on pizza"
Domino's Pizza,Chicken Fiesta Pizza,₹329,"Grilled chicken rashers, peri-peri chicken, onion & capsicum, a complete fiesta"
Domino's Pizza,Chicken Golden Delight Pizza,₹329,"Double pepper barbecue chicken, golden corn and extra cheese, true delight"
Domino's Pizza,Non Veg Supreme Pizza,₹379,"Supreme combination of black olives, onion, capsicum, grilled mushroom, pepper barbecue chicken, peri-peri ... read more"
Domino's Pizza,Chicken Pepperoni Pizza,₹379,"A classic American taste! Relish the delectable flavor of Chicken Pepperoni, topped with ... read more"
Domino's Pizza,Indi Chicken Tikka Pizza,₹379,"The wholesome flavour of tandoori masala with Chicken tikka, onion, red paprika & ... read more"
Domino's Pizza,Keema Do Pyaza Pizza,₹269,Delicious minced chicken keema topped with crunchy onions on your favourite cheesy pizza
Domino's Pizza,Creamy Tomato Pasta Pizza - Non Veg,₹299,"Loaded with a delicious creamy tomato pasta topping, BBQ pepper chicken, green capsicum, ... read more"
Domino's Pizza,Moroccan Spice Pasta Pizza - Non Veg,₹299,"A pizza loaded with a spicy combination of Harissa sauce, Peri Peri chicken ... read more"
Domino's Pizza,Nagpur Orange,₹66.67,Enjoy Oranges from Nagpur with the goodness of Fiber
Domino's Pizza,Pepsi 475ml,₹57.14,Sparkling and Refreshing Beverage
Domino's Pizza,7Up 475ml,₹57.14,Refreshing clear drink with a natural lemon flavor
Domino's Pizza,Mirinda 475ml,₹57.14,Delicious Orange Flavoured beverage
Domino's Pizza,Pepsi Black Can 300ml,₹57.14,Maximum Taste Zero Calories
Domino's Pizza,Slice (350ml),₹47.62,Great Mango Taste
Domino's Pizza,B Natural Alphonsos from Ratnagiri (300 ml),₹66.67,Alphonsos only from Ratnagiri with the Goodness of Fiber
Domino's Pizza,B Natural Mixed Fruit from Himalayas (300 ml),₹66.67,Premium fruits from Himalayas with the Goodness of Fiber
Domino's Pizza,Bailley One (500ml),₹19.05,Packaged Drinking Water
Domino's Pizza,Nimbooz ( 350ml ),₹57.14,Nimbooz ( 350ml )
Domino's Pizza,Lipton Ice Tea ( 350 ml),₹57.14,"Refreshment Sahi, Gas Nahi"
Domino's Pizza,Roasted Chicken Wings Classic Hot Sauce,₹185,"Crisp, Roasted Chicken Wings available in Classic Hot Sauce"
Domino's Pizza,Chicken Meatballs Peri-Peri Seasoning,₹159,"Tender, Juicy, Melt in Mouth Chicken Meatballs in Peri Peri seasoning"
Domino's Pizza,Boneless Chicken Wings Peri-Peri,₹195,Boneless Delight! Baked to Golden Perfection with Peri Peri Sauce
Domino's Pizza,Chicken Meatballs Peri-Peri Sauce,₹159,"Tender, Juicy, Melt in Mouth Chicken Meatballs in Peri Peri Sauce"
Domino's Pizza,Choco Lava Cake,₹145,"Chocolate lovers delight! Indulgent, gooey molten lava inside chocolate cake"
Domino's Pizza,Garlic Breadsticks,₹115,Baked to perfection. Your perfect pizza partner! Tastes best with dip
Domino's Pizza,Classic Stuffed Garlic Bread,₹165,"Freshly baked garlic bread with cheese, juicy corn & tangy jalapeno"
Domino's Pizza,Paneer Tikka Stuffed Garlic Bread,₹175,"Freshly Baked Stuffed Garlic Bread with Cheese, Onion and Paneer Tikka fillings. Comes ... read more"
Domino's Pizza,Chicken Pepperoni Stuffed Garlic Bread,₹175,"Freshly Baked Garlic Bread stuffed with Delectable Chicken Pepperoni, Cheese and sprinkled with ... read more"
Domino's Pizza,Cheesy Dip,₹28.57,An all-time favorite with your Garlic Breadsticks & Stuffed Garlic Bread for a ... read more
Domino's Pizza,Taco Mexicana Veg,₹149,Truly irresistible! Crispy taco with veg patty & creamy harissa sauce
Domino's Pizza,Taco Mexicana Non Veg,₹185,Truly irresistible! Crispy taco with non-veg patty & creamy harissa sauce
Domino's Pizza,Chicken Parcel,₹55,Snacky bites! Pizza rolls with chicken sausage & creamy harissa sauce
Domino's Pizza,Veg Parcel,₹45,Snacky bites! Pizza rolls with paneer & creamy harissa sauce
Domino's Pizza,Burger Pizza - Classic Veg,₹129,"Oven-baked buns with cheese, tomato & capsicum in creamy mayo"
Domino's Pizza,Burger Pizza - Premium Veg,₹155,"Oven-baked buns with cheese, paneer, tomato, capsicum & red paprika in creamy mayo"
Domino's Pizza,Burger Pizza - Classic Non Veg,₹175,"Oven-baked buns with cheese, peri-peri chicken, tomato & capsicum in creamy mayo"
Domino's Pizza,Taco Mexicana Veg (Single),₹85,Truly irresistible! Crispy taco with veg patty & creamy harissa sauce
Domino's Pizza,Potato Cheese Shots,₹85,"Crisp and golden outside, flavorful burst of cheese, potato & spice inside"
Domino's Pizza,Crinkle Fries,₹79,Crispy wavy masala coated fries served with a spicy tomato chilli sauce
Domino's Pizza,Basil Pesto Dip,₹46.67,"Your perfect pizza partner!  Savour your pizza slices with this new rich, ... read more"
Domino's Pizza,Harissa Dip,₹46.67,A spicy & peppery pizza dip which can help you add the right ... read more
Domino's Pizza,Tomato Ketchup,₹0.95,Goodness of Tomato Ketchup in mini sachets
Domino's Pizza,Cheesy Jalapeno Dip,₹28.57,"A spicy, tangy flavored cheese dip is a an absolute delight with your ... read more"
Domino's Pizza,Crunchy Strips,₹79,Oven baked wheat thin crispies with peri peri seasoning & cheesy jalapeno dip
Domino's Pizza,Creamy Tomato Pasta Veg,₹149,"Instant Fusilli Pasta, Creamy Culinary Dressing, Onion, Olive, Green Capsicum, Parsley sprinkle"
Domino's Pizza,Tikka Masala Pasta Veg,₹149,"Instant Fusilli Pasta, Spicy Red dressing, Onion, Paneer Tikka, Parsley sprinkle"
Domino's Pizza,Moroccan Spice Pasta Veg,₹149,"Instant Fusilli Pasta, Harissa Sauce, Onion, Mushroom, Olives, Parsley sprinkle"
Domino's Pizza,Creamy Tomato Pasta Non Veg,₹159,"Instant Fusilli Pasta, Creamy Culinary Dressing, Onion, Olives, BBQ Pepper Chicken, Parsley sprinkle"
Domino's Pizza,Tikka Masala Pasta Non Veg,₹159,"Instant Fusilli Pasta, Spicy Red dressing, Onion, Chicken Tikka, Parsley sprinkle"
Domino's Pizza,Moroccan Spice Pasta Non Veg,₹175,"Instant Fusilli Pasta, Harissa Sauce, Onion, Olives, Meatballs, Parsley sprinkle"
Domino's Pizza,Chicken Keema & Onion with Desi Makhani Sauce,₹149,Authentic Indian Flavor of Makhani Sauce loaded with meaty Chicken Keema and crunchy ... read more
Domino's Pizza,"Paneer, Onion & Capsicum with Desi Makhani Sauce",₹135,"Authentic Indian Flavor of Makhani Sauce loaded with juicy Paneer, crisp Capsicum and ... read more"
Domino's Pizza,Non Veg Loaded,₹175,"Chicken sausage, pepper barbecue chicken & peri-peri chicken in a fresh pan crust"
Domino's Pizza,Pepper Barbecue Chicken,₹125,Pepper barbecue chicken for that extra zing
Domino's Pizza,Veg Loaded,₹165,"Tomato, Jalapeno, Corn, Grilled Mushroom & crushed Aranchini Patty in a fresh pan ... read more"
Domino's Pizza,Paneer & Capsicum with Videshi Hot Sauce,₹115,Internationally inspired Hot sauce to cater your spice cravings loaded with juicy Paneer ... read more
Domino's Pizza,Capsicum & Red Paprika with Videshi Hot Sauce,₹95,Internationally inspired Hot sauce to cater your spice cravings loaded with crisp Capsicum ... read more
Domino's Pizza,Cheesy,₹115,"Cheese lovers paradise, loaded with mozzarella, cheddar & gouda cheese"
Domino's Pizza,Chicken Sausage,₹109,"American classic! Spicy, herbed chicken sausage on pizza"
Domino's Pizza,Tomato,₹59,Juicy tomato in a flavourful combination with cheese & tangy sauce
Domino's Pizza,Golden Corn,₹95,Sweet & juicy golden corn for that lipsmacking taste
Domino's Pizza,Classic,₹49,A classic pizza topped with sprinkle of basil and parsley herbs
Domino's Pizza,Onion,₹75,Crunchy onion on a cheesy base. The pizza mania classic
Domino's Pizza,Tomato Lunch Combo,₹99,Value Meal for 1: Tomato + Pepsi PET
Domino's Pizza,Classic Non Veg Lunch Combo,₹149,Value Meal for 1: Pepper Barbecue Chicken Pizza Mania + Pepsi PET
Domino's Pizza,Loaded Veg Lunch Combo,₹199,Value Meal for 1: Loaded Veg Pizza Mania + Pepsi PET
Domino's Pizza,Loaded Non Veg Lunch combo,₹199,Value Meal for 1: Loaded Non Veg Pizza Mania + Pepsi PET
Domino's Pizza,Tomato Garlic Bread Lunch Combo,₹199,Tomato Pizza Mania + Garlic Bread + Pepsi
Domino's Pizza,Meal for 2: Margherita & Farmhouse,₹439,Regular Margherita +Regular  Farmhouse + Garlic Bread + Pepsi
Domino's Pizza,Meal for 2: Paneer Paratha & Corn Paratha Pizza,₹489,Regular Paneer Paratha Pizza + Regular Corn Paratha Pizza + Garlic Bread + ... read more
Domino's Pizza,Meal for 2: Pepper BBQ Chicken & Chicken Sausage,₹509,Regular Pepper BBQ Chicken + Regular Chicken Sausage + Garlic Bread + Pepsi
Domino's Pizza,Meal for 2: Farmhouse & Peppy Paneer,₹569,Regular Farmhouse + Regular Peppy Paneer + Garlic Bread + Pepsi
Domino's Pizza,Meal for 2: Moroccan Pasta Pizza & Corn and Cheese,₹469,Regular Moroccan Pasta Pizza Veg +  Regular Corn and Cheese + Garlic ... read more
Domino's Pizza,Meal for 2: Chicken Dominator & Chicken Golden Delight,₹689,Regular Chicken Dominator + Regular Chicken Golden Delight + Garlic Bread + Pepsi
Domino's Pizza,Meal for 2: Pepper BBQ Chicken & Chicken Dominator,₹639,Regular Pepper BBQ Chicken + Regular Chicken Dominator + Garlic Bread + Pepsi
Domino's Pizza,Meal for 2: Fresh Veggie & Peppy Paneer,₹529,Regular Fresh Veggie + Regular Peppy Paneer + Garlic Bread + Pepsi
Domino's Pizza,Meal for 2: Pepper BBQ Chicken & Spiced Double Chicken,₹599,Regular Pepper BBQ Chicken + Regular Spiced Double Chicken + Garlic Bread + ... read more
